TradingDate,Symbol,NAV,ReturnAccumulativeNAV,TradingDays,ChangeRatio,AvgTurnoverRate,Volume,MarketValue,y,IV,Ipostpbdt,PurchaseHouseholders,NetSales,Interest
2020/4/30,159933,2.0411,0.0541,21,0.0302,0.000109,290400,244214433.3,-0.004,-0.0519,2013/8/23,4389,574953039,25904
2020/5/29,159933,1.9869,-0.0266,18,-0.004,4.50E-05,103031,243243401.8,0.0424,0.0302,2013/8/23,4389,574953039,25904
2020/6/30,159933,2.0837,0.0487,20,0.0424,9.80E-05,212798,235804111.9,0.1106,-0.004,2013/8/23,4389,574953039,25904
2020/7/31,159933,2.3291,0.1178,23,0.1106,0.007597,22255743,261879147.8,0.0448,0.0424,2013/8/23,4389,574953039,25904
2020/8/31,159933,2.4288,0.0428,21,0.0448,0.005129,13718933,273618557.8,-0.0194,0.1106,2013/8/23,4389,574953039,25904
2020/9/30,159933,2.3805,-0.0199,22,-0.0194,0.001588,4449371,330115247.5,-0.0008,0.0448,2013/8/23,4389,574953039,25904
2020/10/30,159933,2.3966,0.0068,16,-0.0008,0.00155,3159908,329837489.6,0.1196,-0.0194,2013/8/23,4389,574953039,25904
2020/11/30,159933,2.6125,0.0901,21,0.1196,0.001404,3754610,369279109.4,-0.038,-0.0008,2013/8/23,4389,574953039,25904
2020/3/31,159935,1.4089,-0.0724,22,-0.0927,0.000454,1143902,152002138.4,0.0629,-0.0039,2013/11/30,3675,512538347,34609
2020/4/30,159935,1.495,0.0611,21,0.0629,0.000152,366400,161556558.5,0.0081,-0.0927,2013/11/30,3675,512538347,34609
2020/5/29,159935,1.5157,0.0138,18,0.0081,0.000286,589784,162859434,0.0827,0.0629,2013/11/30,3675,512538347,34609
2020/6/30,159935,1.6468,0.0865,20,0.0827,0.000128,294415,169826480.5,0.1324,0.0081,2013/11/30,3675,512538347,34609
2020/7/31,159935,1.8521,0.1247,23,0.1324,0.001612,4248386,192309666.1,0.0315,0.0827,2013/11/30,3675,512538347,34609
2020/8/31,159935,1.9162,0.0346,21,0.0315,0.001912,4599400,198374897.5,-0.0116,0.1324,2013/11/30,3675,512538347,34609
2020/9/30,159935,1.8165,-0.052,22,-0.0116,0.000301,758000,76074292.5,-0.0256,0.0315,2013/11/30,3675,512538347,34609
2020/10/30,159935,1.8088,-0.0042,16,-0.0256,0.000308,564500,74126790.61,0.0285,-0.0116,2013/11/30,3675,512538347,34609
2020/11/30,159935,1.8719,0.0349,21,0.0285,0.000227,546400,76236584.32,0.0138,-0.0256,2013/11/30,3675,512538347,34609
2020/3/31,159936,1.2816,-0.098,22,-0.1086,0.001264,6235354,334283702.7,0.0299,0.0027,2014/4/28,7064,838115352.5,40743
2020/4/30,159936,1.3389,0.0447,21,0.0299,0.001196,5627860,344273790.3,0.0402,-0.1086,2014/4/28,7064,838115352.5,40743
2020/5/29,159936,1.4056,0.0498,18,0.0402,0.002325,9381413,358106219.4,0.0787,0.0299,2014/4/28,7064,838115352.5,40743
2020/6/30,159936,1.5156,0.0783,20,0.0787,0.002312,10362805,331995389.8,0.1532,0.0402,2014/4/28,7064,838115352.5,40743
2020/7/31,159936,1.7488,-1,23,0.1532,0.003809,19639755,382851447.5,0.0316,0.0787,2014/4/28,7064,838115352.5,40743
2020/8/31,159936,1.795,0,21,0.0316,0.003061,14409001,394960032.6,-0.0139,0.1532,2014/4/28,7064,838115352.5,40743
2020/9/30,159936,1.7574,-0.0209,22,-0.0139,0.001667,8220500,336386130.3,0.0548,0.0316,2014/4/28,7064,838115352.5,40743
2020/10/30,159936,1.8439,0.0492,16,0.0548,0.002074,7439821,354831271.4,0.0429,-0.0139,2014/4/28,7064,838115352.5,40743
2020/11/30,159936,1.9532,0.0593,21,0.0429,0.00721,33938664,370043758.9,0.0123,0.0548,2014/4/28,7064,838115352.5,40743
2020/3/31,159938,1.4927,0.006,22,0.0081,0.009929,386464672,2448182024,0.0665,0.0193,2014/10/29,6298,473235568,48050
2020/4/30,159938,1.5865,0.0628,21,0.0665,0.007695,285917204,2611065102,0.0466,0.0081,2014/10/29,6298,473235568,48050
2020/5/29,159938,1.6644,0.0491,18,0.0466,0.01302,414652307,2732816090,0.1704,0.0665,2014/10/29,6298,473235568,48050
2020/6/30,159938,1.9466,0.1696,20,0.1704,0.007708,272764025,2949599353,0.1512,0.0466,2014/10/29,6298,473235568,48050
2020/7/31,159938,2.2338,-1,23,0.1512,0.018177,739705039,3395680737,-0.0214,0.1704,2014/10/29,6298,473235568,48050
2020/8/31,159938,2.187,0,21,-0.0214,0.012474,463489241,3322851123,-0.0831,0.1512,2014/10/29,6298,473235568,48050
2020/9/30,159938,2.0099,-0.081,22,-0.0831,0.007872,306421394,1868009505,0.0209,-0.0214,2014/10/29,6298,473235568,48050
2020/10/30,159938,2.0538,0.0218,16,0.0209,0.006978,197528192,1907081417,-0.0649,-0.0831,2014/10/29,6298,473235568,48050
2020/11/30,159938,1.9142,-0.068,21,-0.0649,0.006888,255924196,1783353696,0.0986,0.0209,2014/10/29,6298,473235568,48050
2020/3/31,159939,1.1393,-0.1606,22,-0.1595,0.035372,1062095061,1905954324,0.0958,0.0611,2014/12/12,3988,354805372,22681
2020/4/30,159939,1.2456,0.0933,21,0.0958,0.032395,928472022,2088510582,-0.0241,-0.1595,2014/12/12,3988,354805372,22681
2020/5/29,159939,1.2187,-0.0216,18,-0.0241,0.027321,671183402,2038265741,0.1586,0.0958,2014/12/12,3988,354805372,22681
2020/6/30,159939,1.4113,0.158,20,0.1586,0.022286,608343175,1803147555,0.0929,-0.0241,2014/12/12,3988,354805372,22681
2020/7/31,159939,1.5417,-1,23,0.0929,0.025989,815819422,1970674030,-0.0071,0.1586,2014/12/12,3988,354805372,22681
2020/8/31,159939,1.5276,0,21,-0.0071,0.015871,454873688,1956606921,-0.0771,0.0929,2014/12/12,3988,354805372,22681
2020/9/30,159939,1.4119,-0.0757,22,-0.0771,0.011157,334998102,1531777211,-0.0106,-0.0071,2014/12/12,3988,354805372,22681
2020/10/30,159939,1.3964,-0.011,16,-0.0106,0.016162,352934216,1515504790,0.0079,-0.0771,2014/12/12,3988,354805372,22681
2020/11/30,159939,1.4078,0.0082,21,0.0079,0.016385,469622094,1527437899,-0.0099,-0.0106,2014/12/12,3988,354805372,22681
2020/3/31,159940,0.9261,-0.065,22,-0.0636,0.010729,144946916,832501604.2,0.0421,-0.0388,2015/2/14,9220,579014408,45575
2020/4/30,159940,0.9648,0.0418,21,0.0421,0.008141,104986603,867525943.6,-0.0321,-0.0636,2015/2/14,9220,579014408,45575
2020/5/29,159940,0.9349,-0.031,18,-0.0321,0.009444,104385400,839686084.1,0.0567,0.0421,2015/2/14,9220,579014408,45575
2020/6/30,159940,0.976,0.044,20,0.0567,0.004443,54570009,1123415263,0.0982,-0.0321,2015/2/14,9220,579014408,45575
2020/7/31,159940,1.0839,-1,23,0.0982,0.03528,498275898,1233710082,0.035,0.0567,2015/2/14,9220,579014408,45575
2020/8/31,159940,1.1224,0,21,0.035,0.013597,175332305,1276918361,-0.0329,0.0982,2015/2/14,9220,579014408,45575
2020/9/30,159940,1.0836,-0.0346,22,-0.0329,0.009761,131865268,1899479142,-0.0074,0.035,2015/2/14,9220,579014408,45575
2020/10/30,159940,1.0778,-0.0054,16,-0.0074,0.012158,119453504,1885486662,0.0779,-0.0329,2015/2/14,9220,579014408,45575
2020/11/30,159940,1.1613,0.0775,21,0.0779,0.009761,125873734,2032407700,-0.031,-0.0074,2015/2/14,9220,579014408,45575
2020/3/31,159943,10.862,-0.0917,22,-0.0937,0.002817,1297266,223068047,0.0741,0.0318,2015/5/6,32285,2384454750,133319
2020/4/30,159943,11.68,0.0757,21,0.0741,0.00197,866311,239596956,0.0053,-0.0937,2015/5/6,32285,2384454750,133319
2020/5/29,159943,11.742,0.0052,18,0.0053,0.002128,801898,240876347.2,0.1171,0.0741,2015/5/6,32285,2384454750,133319
2020/6/30,159943,13.138,0.1193,20,0.1171,0.004167,1744815,245612859.7,0.1431,0.0053,2015/5/6,32285,2384454750,133319
2020/7/31,159943,14.931,0.1356,23,0.1431,0.011064,5327546,280759607.9,0.0132,0.1171,2015/5/6,32285,2384454750,133319
2020/8/31,159943,15.134,0.0143,21,0.0132,0.004797,2108919,284470170.2,-0.0499,0.1431,2015/5/6,32285,2384454750,133319
2020/9/30,159943,14.33,-0.0533,22,-0.0499,0.00295,1358612,218627157.7,0.0263,0.0132,2015/5/6,32285,2384454750,133319
2020/10/30,159943,14.739,0.0287,16,0.0263,0.004226,1415555,224386117,0.0354,-0.0499,2015/5/6,32285,2384454750,133319
2020/11/30,159943,15.268,0.0351,21,0.0354,0.007923,3483401,232338965.5,0.0588,0.0263,2015/5/6,32285,2384454750,133319
2020/3/31,159944,0.6906,-0.0694,22,-0.0753,0.014315,9324340,20370539.3,0.0465,-0.03,2015/6/5,6500,281594000,14342
2020/4/30,159944,0.7189,0.041,21,0.0465,0.008699,5409017,21318006.24,0.0083,-0.0753,2015/6/5,6500,281594000,14342
2020/5/29,159944,0.7283,0.0131,18,0.0083,0.009432,5026823,21495656.29,0.0537,0.0465,2015/6/5,6500,281594000,14342
2020/6/30,159944,0.7633,0.0481,20,0.0537,0.00883,5228736,21120381.63,0.1882,0.0083,2015/6/5,6500,281594000,14342
2020/7/31,159944,0.912,-1,23,0.1882,0.142466,97018473,25095982.88,0.022,0.0537,2015/6/5,6500,281594000,14342
2020/8/31,159944,0.9302,0,21,0.022,0.051941,32295519,25648149.72,-0.0635,0.1882,2015/6/5,6500,281594000,14342
2020/9/30,159944,0.8575,-0.0782,22,-0.0635,0.012675,8256029,32719257.54,-0.0023,0.022,2015/6/5,6500,281594000,14342
2020/10/30,159944,0.867,0.0111,16,-0.0023,0.006137,2907201,32644040.86,0.1118,-0.0635,2015/6/5,6500,281594000,14342
2020/11/30,159944,0.968,0.1165,21,0.1118,0.032117,19969761,36292050.03,0.0228,-0.0023,2015/6/5,6500,281594000,14342
2020/3/31,159945,0.5279,-0.0739,22,-0.0754,0.011772,12191454,26651616.33,-0.0057,-0.0686,2015/6/5,4406,272559000,13327
2020/4/30,159945,0.5242,-0.007,21,-0.0057,0.015422,15245407,26499899.35,-0.021,-0.0754,2015/6/5,4406,272559000,13327
2020/5/29,159945,0.5128,-0.0217,18,-0.021,0.013575,11502200,25943603.75,0.0136,-0.0057,2015/6/5,4406,272559000,13327
2020/6/30,159945,0.5178,0.0098,20,0.0136,0.021861,20580644,31497610.04,0.1,-0.021,2015/6/5,4406,272559000,13327
2020/7/31,159945,0.5709,-1,23,0.1,0.137399,148756612,34647371.04,0.014,0.0136,2015/6/5,4406,272559000,13327
2020/8/31,159945,0.5777,0,21,0.014,0.048091,47538602,35131949.66,-0.0345,0.1,2015/6/5,4406,272559000,13327
2020/9/30,159945,0.5528,-0.0431,22,-0.0345,0.032045,33185718,39240503.12,0.0179,0.014,2015/6/5,4406,272559000,13327
2020/10/30,159945,0.5493,-0.0063,16,0.0179,0.039067,29423807,39941226.39,0.1105,-0.0345,2015/6/5,4406,272559000,13327
2020/11/30,159945,0.6278,0.1429,21,0.1105,0.066414,65651828,44355782.99,-0.0411,0.0179,2015/6/5,4406,272559000,13327
2020/3/31,159948,1.9559,-0.0965,22,-0.0901,0.021868,248578036,1390297833,0.1067,0.0669,2016/4/14,15179,744151000,50641
2020/4/30,159948,2.1622,0.1055,21,0.1067,0.012184,132207477,1538624657,0.0069,-0.0901,2016/4/14,15179,744151000,50641
2020/5/29,159948,2.1836,0.0099,18,0.0069,0.030832,286758966,1549270123,0.1745,0.1067,2016/4/14,15179,744151000,50641
2020/6/30,159948,2.5571,0.1711,20,0.1745,0.041448,428326051,1877354954,0.1431,0.0069,2016/4/14,15179,744151000,50641
2020/7/31,159948,2.9323,0.1467,23,0.1431,0.039067,464276149,2146071517,-0.0218,0.1745,2016/4/14,15179,744151000,50641
2020/8/31,159948,2.8687,-0.0217,21,-0.0218,0.030454,330441970,2099210863,-0.0544,0.1431,2016/4/14,15179,744151000,50641
2020/9/30,159948,2.711,-0.055,22,-0.0544,0.018981,215761894,2501433519,0.0306,-0.0218,2016/4/14,15179,744151000,50641
2020/10/30,159948,2.799,0.0324,16,0.0306,0.019518,161355138,2578017430,-0.0068,-0.0544,2016/4/14,15179,744151000,50641
2020/11/30,159948,2.7769,-0.0079,21,-0.0068,0.024668,267661174,2560486173,0.1272,0.0306,2016/4/14,15179,744151000,50641
2020/3/31,159949,0.6921,-0.098,22,-0.1016,0.101792,25842417155,7795471728,0.1333,0.0802,2016/6/1,7270,550247000,38113
2020/4/30,159949,0.779,0.1256,21,0.1333,0.062486,15142608916,8834867958,0.0038,-0.1016,2016/6/1,7270,550247000,38113
2020/5/29,159949,0.7862,0.0092,18,0.0038,0.050991,10591739974,8868761314,0.2013,0.1333,2016/6/1,7270,550247000,38113
2020/6/30,159949,0.9401,0.1958,20,0.2013,0.065457,15107275346,9607081362,0.193,0.0038,2016/6/1,7270,550247000,38113
2020/7/31,159949,1.1196,0.1909,23,0.193,0.149551,39693217343,11461258252,-0.04,0.2013,2016/6/1,7270,550247000,38113
2020/8/31,159949,1.0791,-0.0362,21,-0.04,0.124878,30262295422,11002807922,-0.0435,0.193,2016/6/1,7270,550247000,38113
2020/9/30,159949,1.0327,-0.043,22,-0.0435,0.070559,17913100646,10619018022,0.0494,-0.04,2016/6/1,7270,550247000,38113
2020/10/30,159949,1.084,0.0497,16,0.0494,0.070726,13058529556,11143287062,-0.0028,-0.0435,2016/6/1,7270,550247000,38113
2020/11/30,159949,1.0812,-0.0026,21,-0.0028,0.072075,17466385724,11112447707,0.1536,0.0494,2016/6/1,7270,550247000,38113
2020/3/31,159951,0.8406,-0.1114,22,-0.0941,0.008184,3298904,11583598.58,0.0835,0.0255,2017/5/2,2450,346802786,20124
2020/4/30,159951,0.8977,0.0679,21,0.0835,0.002285,879333,12551202.28,-0.0474,-0.0941,2017/5/2,2450,346802786,20124
2020/5/29,159951,0.8746,-0.0257,18,-0.0474,0.002369,781379,11956817.15,0.0936,0.0835,2017/5/2,2450,346802786,20124
2020/6/30,159951,0.9542,0.091,20,0.0936,0.002518,876765,13076472.86,0.1047,-0.0474,2017/5/2,2450,346802786,20124
2020/7/31,159951,1.0494,0.0998,23,0.1047,0.01867,7867925,14444940.95,0.0144,0.0936,2017/5/2,2450,346802786,20124
2020/8/31,159951,1.0587,0.0089,21,0.0144,0.003508,1349839,14652284.6,-0.067,0.1047,2017/5/2,2450,346802786,20124
2020/9/30,159951,0.9778,-0.0764,22,-0.067,0.003343,1347703,10703857.99,-0.0293,0.0144,2017/5/2,2450,346802786,20124
2020/10/30,159951,0.9629,-0.0152,16,-0.0293,0.005286,1549621,10389993.6,0.0208,-0.067,2017/5/2,2450,346802786,20124
2020/11/30,159951,0.9853,0.0233,21,0.0208,0.006486,2495771,10606451.8,-0.0071,-0.0293,2017/5/2,2450,346802786,20124
2020/3/31,159952,1.0812,-0.0958,22,-0.0977,0.048678,1452671738,1444591723,0.1056,0.0755,2017/3/18,6247,404443558,41371
2020/4/30,159952,1.1939,0.1042,21,0.1056,0.028592,814475637,1597076405,0.0092,-0.0977,2017/3/18,6247,404443558,41371
2020/5/29,159952,1.2068,0.0108,18,0.0092,0.025752,628768832,1611789839,0.1751,0.1056,2017/3/18,6247,404443558,41371
2020/6/30,159952,1.4126,0.1705,20,0.1751,0.027549,747401545,1516373059,0.1434,0.0092,2017/3/18,6247,404443558,41371
2020/7/31,159952,1.6166,-1,23,0.1434,0.069157,2157628816,1733762700,-0.0216,0.1751,2017/3/18,6247,404443558,41371
2020/8/31,159952,1.5818,0,21,-0.0216,0.050067,1426226525,1696281728,-0.0549,0.1434,2017/3/18,6247,404443558,41371
2020/9/30,159952,1.4963,-0.0541,22,-0.0549,0.034565,1031498864,2073621839,0.0321,-0.0216,2017/3/18,6247,404443558,41371
2020/10/30,159952,1.5444,0.0321,16,0.0321,0.033764,732811020,2140110715,-0.0097,-0.0549,2017/3/18,6247,404443558,41371
2020/11/30,159952,1.5322,-0.0079,21,-0.0097,0.043487,1238782245,2119332941,0.1281,0.0321,2017/3/18,6247,404443558,41371
2020/3/31,159954,0.921,-0.0532,22,-0.0697,0.060858,202311354,208705310.3,0.065,-0.0488,2017/11/27,5196,394071000,34083
2020/4/30,159954,0.9597,0.042,21,0.065,0.05638,178906022,222281510.2,-0.0435,-0.0697,2017/11/27,5196,394071000,34083
2020/5/29,159954,0.9274,-0.0337,18,-0.0435,0.071676,194949626,212617096.7,0.0216,0.065,2017/11/27,5196,394071000,34083
2020/6/30,159954,0.949,0.0233,20,0.0216,0.039338,118882264,181347198.4,0.036,-0.0435,2017/11/27,5196,394071000,34083
2020/7/31,159954,0.973,0.0253,23,0.036,0.073347,254911851,187878771.2,-0.0092,0.0216,2017/11/27,5196,394071000,34083
2020/8/31,159954,0.9519,-0.0217,21,-0.0092,0.043176,137006002,186149825.4,-0.0815,0.036,2017/11/27,5196,394071000,34083
2020/9/30,159954,0.8875,-0.0677,22,-0.0815,0.041848,139114400,243063523.9,0.0191,-0.0092,2017/11/27,5196,394071000,34083
2020/10/30,159954,0.9133,0.0291,16,0.0191,0.051636,124838403,247706310.3,0.0772,-0.0815,2017/11/27,5196,394071000,34083
2020/11/30,159954,0.9693,0.0613,21,0.0772,0.086497,274473928,266823666.1,-0.0031,0.0191,2017/11/27,5196,394071000,34083
2020/3/31,159955,1.0105,-0.0936,22,-0.0914,0.054204,33908062,27413325.73,0.0996,0.0783,2017/4/28,2061,256618000,16838
2020/4/30,159955,1.1159,0.1043,21,0.0996,0.020532,12260420,30143844.37,0.0126,-0.0914,2017/4/28,2061,256618000,16838
2020/5/29,159955,1.1306,0.0132,18,0.0126,0.031352,16047005,30522332.1,0.1718,0.0996,2017/4/28,2061,256618000,16838
2020/6/30,159955,1.3186,0.1663,20,0.1718,0.032842,18677107,29284390.67,0.1421,0.0126,2017/4/28,2061,256618000,16838
2020/7/31,159955,1.5099,0.1451,23,0.1421,0.109657,71715520,33445740.22,-0.0232,0.1718,2017/4/28,2061,256618000,16838
2020/8/31,159955,1.4763,-0.0223,21,-0.0232,0.047908,28607329,32671020.89,-0.0535,0.1421,2017/4/28,2061,256618000,16838
2020/9/30,159955,1.3932,-0.0563,22,-0.0535,0.026847,16794805,26032868.69,0.0372,-0.0232,2017/4/28,2061,256618000,16838
2020/10/30,159955,1.4375,0.0318,16,0.0372,0.018444,8391104,27001880.26,-0.0207,-0.0535,2017/4/28,2061,256618000,16838
2020/11/30,159955,1.4256,-0.0083,21,-0.0207,0.025267,15087600,26442835.12,0.1276,0.0372,2017/4/28,2061,256618000,16838
2020/3/31,159956,1.064,-0.0965,22,-0.1198,0.007552,7306963,52162287.81,0.0995,0.0794,2018/1/5,4708,357952000,26674
2020/4/30,159956,1.1745,0.1039,21,0.0995,0.003259,3009549,57354027.25,0.0034,-0.1198,2018/1/5,4708,357952000,26674
2020/5/29,159956,1.1851,0.009,18,0.0034,0.006425,4803822,57549941.95,0.177,0.0995,2018/1/5,4708,357952000,26674
2020/6/30,159956,1.3861,0.1696,20,0.177,0.027341,24048172,66354506.14,0.1374,0.0034,2018/1/5,4708,357952000,26674
2020/7/31,159956,1.5882,0.1458,23,0.1374,0.057321,57980570,75470454.2,-0.0114,0.177,2018/1/5,4708,357952000,26674
2020/8/31,159956,1.5619,-0.0166,21,-0.0114,0.027013,24947828,74606838.07,-0.0399,0.1374,2018/1/5,4708,357952000,26674
2020/9/30,159956,1.4928,-0.0442,22,-0.0399,0.011427,11056430,74618160.28,0.0288,-0.0114,2018/1/5,4708,357952000,26674
2020/10/30,159956,1.5425,0.0333,16,0.0288,0.007089,4988285,76767243.26,0.0039,-0.0399,2018/1/5,4708,357952000,26674
2020/11/30,159956,1.5315,-0.0071,21,0.0039,0.01355,12513750,77067115.31,0.1044,0.0288,2018/1/5,4708,357952000,26674
2020/3/31,159957,1.112,-0.0939,22,-0.0969,0.01293,42323889,210471077,0.1046,0.0577,2017/10/27,3204,247733980,50580.67
2020/4/30,159957,1.2274,0.1038,21,0.1046,0.011676,36480768,232486086,0.0122,-0.0969,2017/10/27,3204,247733980,50580.67
2020/5/29,159957,1.2407,0.0108,18,0.0122,0.011708,31355027,235332854.4,0.171,0.1046,2017/10/27,3204,247733980,50580.67
2020/6/30,159957,1.4525,0.1707,20,0.171,0.011192,33302917,224747181.1,0.1474,0.0122,2017/10/27,3204,247733980,50580.67
2020/7/31,159957,1.6639,0.1455,23,0.1474,0.015774,53978507,257871077,-0.0156,0.171,2017/10/27,3204,247733980,50580.67
2020/8/31,159957,1.6361,-0.0167,21,-0.0156,0.009643,30129271,253846678.4,-0.0512,0.1474,2017/10/27,3204,247733980,50580.67
2020/9/30,159957,1.5559,-0.049,22,-0.0512,0.004328,14165173,270408775.4,0.0347,-0.0156,2017/10/27,3204,247733980,50580.67
2020/10/30,159957,1.6098,0.0346,16,0.0347,0.004911,11689801,279793141.6,-0.0075,-0.0512,2017/10/27,3204,247733980,50580.67
2020/11/30,159957,1.5994,-0.0065,21,-0.0075,0.002761,8625473,277707726.9,0.1277,0.0347,2017/10/27,3204,247733980,50580.67
2020/3/31,159958,1.0876,-0.0963,22,-0.0988,0.03491,127270820,194227421.1,0.1088,0.0379,2017/11/18,2115,251788000,23448
2020/4/30,159958,1.201,0.1043,21,0.1088,0.017281,60138337,215350771.9,0.0058,-0.0988,2017/11/18,2115,251788000,23448
2020/5/29,159958,1.2118,0.009,18,0.0058,0.019232,57363861,216603852.1,0.1736,0.1088,2017/11/18,2115,251788000,23448
2020/6/30,159958,1.4183,0.1704,20,0.1736,0.024741,81996276,225370256.2,0.1472,0.0058,2017/11/18,2115,251788000,23448
2020/7/31,159958,1.6245,0.1454,23,0.1472,0.086127,328259383,258540948.8,-0.027,0.1736,2017/11/18,2115,251788000,23448
2020/8/31,159958,1.5863,-0.0235,21,-0.027,0.069836,243024304,251557645.1,-0.0543,0.1472,2017/11/18,2115,251788000,23448
2020/9/30,159958,1.4973,-0.0561,22,-0.0543,0.034594,126117300,318704560.6,0.0294,-0.027,2017/11/18,2115,251788000,23448
2020/10/30,159958,1.5444,0.0315,16,0.0294,0.040508,107403356,328059464.3,-0.0097,-0.0543,2017/11/18,2115,251788000,23448
2020/11/30,159958,1.5306,-0.0089,21,-0.0097,0.043517,151437500,324870292.5,0.1276,0.0294,2017/11/18,2115,251788000,23448
2020/3/31,159959,0.9409,-0.0551,22,-0.0572,0.000486,35659714,3114561381,0.0341,-0.0187,2018/8/23,4165,7228837062,54718
2020/4/30,159959,0.9732,0.0343,21,0.0341,0.000145,10156487,3220701918,-0.033,-0.0572,2018/8/23,4165,7228837062,54718
2020/5/29,159959,0.9396,-0.0345,18,-0.033,0.000183,10987053,3114561381,0.0458,0.0341,2018/8/23,4165,7228837062,54718
2020/6/30,159959,0.9827,0.0459,20,0.0458,0.00018,11972561,3251295728,0.1415,-0.033,2018/8/23,4165,7228837062,54718
2020/7/31,159959,1.1226,0.1424,23,0.1415,0.005619,430585628,3711509685,0.0152,0.0458,2018/8/23,4165,7228837062,54718
2020/8/31,159959,1.1376,0.0134,21,0.0152,0.004634,324208361,3767794846,-0.0492,0.1415,2018/8/23,4165,7228837062,54718
2020/9/30,159959,1.0837,-0.0474,22,-0.0492,0.000438,32110174,2859608906,0.0083,0.0152,2018/8/23,4165,7228837062,54718
2020/10/30,159959,1.0899,0.0057,16,0.0083,0.000108,5768895,2883394932,0.0816,-0.0492,2018/8/23,4165,7228837062,54718
2020/11/30,159959,1.1792,0.0819,21,0.0816,0.002813,196818377,3118612300,0.0263,0.0083,2018/8/23,4165,7228837062,54718
2020/3/31,159960,0.9432,-0.0511,22,-0.074,0.003451,41042700,512609487,0.0637,-0.0421,2018/9/4,2734,510407000,166960
2020/4/30,159960,0.982,0.0411,21,0.0637,0.001349,15315900,545270350.6,-0.0406,-0.074,2018/9/4,2734,510407000,166960
2020/5/29,159960,0.9499,-0.0327,18,-0.0406,0.002013,19584400,523127392.2,0.0275,0.0637,2018/9/4,2734,510407000,166960
2020/6/30,159960,0.9723,0.0236,20,0.0275,0.002213,23922303,511303315.2,0.0319,-0.0406,2018/9/4,2734,510407000,166960
2020/7/31,159960,0.9963,0.0247,23,0.0319,0.002845,35378179,527627107.9,-0.011,0.0275,2018/9/4,2734,510407000,166960
2020/8/31,159960,0.9755,-0.0209,21,-0.011,0.001942,22041503,521834794.4,-0.0716,0.0319,2018/9/4,2734,510407000,166960
2020/9/30,159960,0.9201,-0.0568,22,-0.0716,0.001528,18169200,495488043.2,0.0228,-0.011,2018/9/4,2734,510407000,166960
2020/10/30,159960,0.9441,0.0261,16,0.0228,0.001169,10109903,506798096.4,0.0712,-0.0716,2018/9/4,2734,510407000,166960
2020/11/30,159960,1.0024,0.0618,21,0.0712,0.001547,17557000,542882551.7,-0.005,0.0228,2018/9/4,2734,510407000,166960
2020/3/31,159961,1.4115,-0.0837,22,-0.0851,0.006627,31818355,344141481.2,0.0795,0.0199,2018/10/11,3689,221220660,24536.55
2020/4/30,159961,1.522,0.0783,21,0.0795,0.001003,4598125,371496943.1,0.0033,-0.0851,2018/10/11,3689,221220660,24536.55
